Time,Altitude,Total Velocity,Total Acceleration,Mach Number,Air Pressure,Local Speed of Sound
190.73,27687,57.31,0.25236,0.19007,269.8,301.51
191.23,27593,57.202,0.22605,0.18965,271,301.63
191.73,27500,57.098,0.22727,0.18923,272.19,301.74
192.23,27406,56.993,0.21107,0.18881,273.38,301.85
192.73,27313,56.889,0.20554,0.1884,274.57,301.96
193.23,27220,56.787,0.20556,0.18799,275.76,302.07
193.73,27127,56.685,0.20322,0.18758,276.94,302.19
194.23,27034,56.586,0.21522,0.18719,278.12,302.3
194.73,26942,56.483,0.20061,0.18678,279.3,302.41
195.23,26849,56.384,0.20073,0.18638,280.48,302.52
195.73,26757,56.286,0.21012,0.18599,281.66,302.63
196.23,26665,56.189,0.21826,0.1856,282.83,302.74
196.73,26573,56.09,0.20743,0.18521,284,302.85
197.23,26481,55.992,0.19517,0.18482,285.17,302.96
197.73,26390,55.896,0.19301,0.18443,286.41,303.07
198.23,26298,55.8,0.19618,0.18405,287.65,303.18
198.73,26207,55.705,0.21369,0.18367,288.89,303.29
199.23,26116,55.606,0.19534,0.18327,290.12,303.4
199.73,26025,55.509,0.19316,0.18289,291.35,303.51
200.23,25934,55.414,0.19973,0.18251,292.58,303.62
200.73,25843,55.319,0.20562,0.18213,293.81,303.73
201.23,25753,55.221,0.19055,0.18174,295.04,303.84
201.73,25662,55.127,0.20597,0.18137,296.26,303.95
202.23,25572,55.032,0.20289,0.18099,297.49,304.06
202.73,25482,54.939,0.21281,0.18062,298.71,304.16
203.23,25392,54.843,0.18554,0.18024,299.92,304.27
203.73,25303,54.751,0.19138,0.17988,301.14,304.38
204.23,25213,54.662,0.21581,0.17952,302.35,304.49
204.73,25123,54.567,0.18439,0.17915,303.56,304.6
205.23,25034,54.476,0.18076,0.17878,304.77,304.7
205.73,24945,54.386,0.18063,0.17843,305.98,304.81
206.23,24856,54.297,0.18399,0.17807,307.19,304.92
206.73,24767,54.207,0.17808,0.17771,308.45,305.02
207.23,24679,54.119,0.1866,0.17736,309.73,305.13
207.73,24590,54.029,0.18165,0.17701,311,305.24
208.23,24502,53.939,0.18125,0.17665,312.27,305.34
208.73,24413,53.856,0.23592,0.17632,313.54,305.45
209.23,24325,53.763,0.20692,0.17595,314.81,305.56
209.73,24237,53.672,0.19076,0.17559,316.08,305.66
210.23,24149,53.582,0.17649,0.17524,317.34,305.77
210.73,24062,53.495,0.18017,0.17489,318.6,305.87
211.23,23974,53.407,0.17924,0.17454,319.86,305.98
211.73,23887,53.319,0.17347,0.1742,321.12,306.08
212.23,23800,53.232,0.17289,0.17385,322.38,306.19
212.73,23712,53.147,0.17682,0.17352,323.63,306.29
213.23,23625,53.066,0.22481,0.1732,324.88,306.4
213.73,23539,52.975,0.16959,0.17284,326.13,306.5
214.23,23452,52.891,0.16997,0.1725,327.38,306.61
214.73,23365,52.807,0.16639,0.17217,328.62,306.71
215.23,23279,52.724,0.16816,0.17184,329.87,306.81
215.73,23193,52.641,0.16571,0.17152,331.12,306.92
216.23,23106,52.559,0.16893,0.17119,332.43,307.02
216.73,23020,52.476,0.16796,0.17086,333.74,307.12
217.23,22935,52.398,0.21468,0.17055,335.06,307.23
217.73,22849,52.319,0.25598,0.17024,336.36,307.33
218.23,22763,52.226,0.16886,0.16988,337.67,307.43
218.73,22678,52.144,0.17079,0.16955,338.98,307.54
219.23,22592,52.062,0.17099,0.16923,340.28,307.64
219.73,22507,51.979,0.16775,0.16891,341.58,307.74
220.23,22422,51.898,0.17624,0.16859,342.88,307.84
220.73,22337,51.816,0.16734,0.16826,344.18,307.95
221.23,22252,51.736,0.16939,0.16795,345.47,308.05
221.73,22168,51.655,0.16609,0.16763,346.76,308.15
222.23,22083,51.579,0.20204,0.16733,348.05,308.25
222.73,21999,51.495,0.16023,0.167,349.34,308.35
223.23,21915,51.416,0.15651,0.16669,350.63,308.45
223.73,21830,51.338,0.16039,0.16638,351.92,308.56
224.23,21746,51.26,0.15514,0.16608,353.2,308.66
224.73,21662,51.183,0.15474,0.16577,354.48,308.76
225.23,21579,51.106,0.15287,0.16547,355.76,308.86
225.73,21495,51.03,0.15407,0.16517,357.1,308.96
226.23,21412,50.955,0.16796,0.16487,358.45,309.06
226.73,21328,50.881,0.20113,0.16458,359.8,309.16
227.23,21245,50.803,0.18753,0.16427,361.15,309.26
227.73,21162,50.722,0.15478,0.16396,362.49,309.36
228.23,21079,50.647,0.17274,0.16366,363.84,309.46
228.73,20996,50.569,0.15364,0.16336,365.18,309.56
229.23,20913,50.497,0.20185,0.16307,366.52,309.66
229.73,20830,50.419,0.18127,0.16277,367.86,309.76
230.23,20748,50.34,0.15084,0.16246,369.19,309.86
230.73,20665,50.266,0.16909,0.16217,370.53,309.96
231.23,20583,50.191,0.16315,0.16188,371.86,310.05
231.73,20501,50.115,0.14993,0.16158,373.19,310.15
232.23,20419,50.042,0.15258,0.16129,374.52,310.25
232.73,20337,49.968,0.15571,0.16101,375.84,310.35
233.23,20255,49.895,0.15175,0.16072,377.17,310.45
233.73,20174,49.822,0.14574,0.16043,378.49,310.55
234.23,20092,49.75,0.14804,0.16015,379.81,310.65
234.73,20011,49.679,0.14256,0.15987,381.13,310.74
235.23,19929,49.609,0.16888,0.1596,382.44,310.84
235.73,19848,49.537,0.14405,0.15931,383.83,310.94
236.23,19767,49.466,0.1427,0.15904,385.22,311.04
236.73,19686,49.394,0.14336,0.15876,386.61,311.13
237.23,19605,49.323,0.14448,0.15848,388,311.23
237.73,19525,49.251,0.14448,0.1582,389.38,311.33
238.23,19444,49.18,0.15297,0.15792,390.76,311.42
238.73,19363,49.109,0.15209,0.15764,392.15,311.52
239.23,19283,49.038,0.14455,0.15736,393.52,311.62
239.73,19203,48.967,0.14107,0.15709,394.9,311.71
240.23,19123,48.898,0.16299,0.15682,396.28,311.81
240.73,19043,48.826,0.13971,0.15654,397.65,311.91
241.23,18963,48.756,0.13856,0.15627,399.02,312
241.73,18883,48.693,0.20912,0.15602,400.39,312.1
242.23,18803,48.62,0.1712,0.15574,401.75,312.2
242.73,18724,48.549,0.14399,0.15546,403.12,312.29
243.23,18644,48.482,0.15086,0.1552,404.48,312.39
243.73,18565,48.413,0.13529,0.15493,405.84,312.48
244.23,18485,48.346,0.13351,0.15467,407.2,312.58
244.73,18406,48.281,0.1476,0.15441,408.56,312.67
245.23,18327,48.213,0.13174,0.15415,409.91,312.77
245.73,18248,48.148,0.13241,0.15389,411.31,312.86
246.23,18170,48.082,0.13484,0.15364,412.74,312.96
246.73,18091,48.016,0.13291,0.15338,414.17,313.05
247.23,18012,47.95,0.14155,0.15312,415.59,313.15
247.73,17934,47.883,0.14019,0.15286,417.02,313.24
248.23,17855,47.817,0.14636,0.15261,418.44,313.33
248.73,17777,47.75,0.13597,0.15235,419.86,313.43
249.23,17699,47.684,0.13555,0.15209,421.28,313.52
249.73,17621,47.617,0.13174,0.15183,422.7,313.62
250.23,17543,47.552,0.13121,0.15158,424.12,313.71
250.73,17465,47.487,0.14115,0.15133,425.53,313.8
251.23,17387,47.426,0.20266,0.15109,426.94,313.9
251.73,17310,47.356,0.12958,0.15082,428.35,313.99
252.23,17232,47.292,0.13346,0.15057,429.76,314.08
252.73,17155,47.228,0.12749,0.15032,431.16,314.18
253.23,17077,47.164,0.12923,0.15008,432.57,314.27
253.73,17000,47.101,0.13129,0.14983,433.97,314.36
254.23,16923,47.039,0.14994,0.14959,435.37,314.46
254.73,16846,46.976,0.13227,0.14934,436.77,314.55
255.23,16769,46.914,0.12573,0.1491,438.16,314.64
255.73,16692,46.852,0.12292,0.14886,439.56,314.73
256.23,16616,46.791,0.13292,0.14863,440.98,314.83
256.73,16539,46.729,0.12326,0.14839,442.45,314.92
257.23,16463,46.668,0.12568,0.14815,443.92,315.01
257.73,16386,46.609,0.16135,0.14792,445.39,315.1
258.23,16310,46.544,0.12516,0.14767,446.86,315.19
258.73,16234,46.482,0.12384,0.14743,448.32,315.28
259.23,16158,46.42,0.12948,0.14719,449.78,315.38
259.73,16082,46.358,0.12671,0.14695,451.24,315.47
260.23,16006,46.297,0.12499,0.14671,452.7,315.56
260.73,15930,46.235,0.12231,0.14648,454.15,315.65
261.23,15854,46.174,0.1232,0.14624,455.61,315.74
261.73,15779,46.121,0.2075,0.14603,457.06,315.83
262.23,15703,46.055,0.15617,0.14578,458.51,315.92
262.73,15628,45.993,0.13688,0.14554,459.96,316.01
263.23,15552,45.936,0.18101,0.14532,461.4,316.1
263.73,15477,45.874,0.14001,0.14508,462.85,316.19
264.23,15402,45.814,0.11904,0.14485,464.29,316.28
264.73,15327,45.756,0.12555,0.14463,465.73,316.37
265.23,15252,45.698,0.12668,0.1444,467.17,316.46
265.73,15177,45.642,0.15377,0.14418,468.61,316.55
266.23,15103,45.582,0.11779,0.14395,470.04,316.64
266.73,15028,45.525,0.13361,0.14373,471.47,316.73
267.23,14953,45.467,0.11543,0.14351,472.97,316.82
267.73,14879,45.41,0.11515,0.14329,474.48,316.91
268.23,14805,45.353,0.11658,0.14307,475.99,317
268.73,14730,45.296,0.12785,0.14285,477.5,317.09
269.23,14656,45.237,0.11723,0.14262,479,317.18
269.73,14582,45.18,0.11631,0.1424,480.5,317.27
270.23,14508,45.122,0.12469,0.14218,482.01,317.36
270.73,14434,45.065,0.1296,0.14196,483.51,317.45
271.23,14361,45.007,0.1204,0.14174,485,317.54
271.73,14287,44.95,0.12805,0.14152,486.5,317.62
272.23,14213,44.894,0.1298,0.1413,487.99,317.71
272.73,14140,44.837,0.13219,0.14109,489.49,317.8
273.23,14066,44.78,0.11619,0.14087,490.98,317.89
273.73,13993,44.726,0.15055,0.14066,492.46,317.98
274.23,13920,44.668,0.11316,0.14044,493.95,318.07
274.73,13847,44.613,0.12254,0.14022,495.43,318.15
275.23,13774,44.558,0.11153,0.14001,496.92,318.24
275.73,13701,44.505,0.1472,0.13981,498.4,318.33
276.23,13628,44.449,0.12689,0.13959,499.88,318.42
276.73,13555,44.395,0.1173,0.13938,501.36,318.5
277.23,13482,44.341,0.11984,0.13918,502.83,318.59
277.73,13410,44.287,0.10639,0.13897,504.3,318.68
278.23,13337,44.237,0.16631,0.13878,505.82,318.77
278.73,13265,44.181,0.12225,0.13856,507.37,318.85
279.23,13192,44.129,0.14427,0.13836,508.92,318.94
279.73,13120,44.073,0.11783,0.13815,510.47,319.03
280.23,13048,44.021,0.14533,0.13795,512.02,319.11
280.73,12976,43.973,0.21903,0.13776,513.56,319.2
281.23,12904,43.912,0.14263,0.13753,515.11,319.29
281.73,12832,43.857,0.11682,0.13732,516.65,319.37
282.23,12760,43.803,0.10651,0.13712,518.19,319.46
282.73,12688,43.755,0.19056,0.13693,519.73,319.55
283.23,12617,43.697,0.1197,0.13671,521.26,319.63
283.73,12545,43.647,0.16906,0.13652,522.8,319.72
284.23,12474,43.591,0.11899,0.13631,524.33,319.8
284.73,12402,43.539,0.11486,0.13611,525.86,319.89
285.23,12331,43.487,0.11545,0.13591,527.39,319.98
285.73,12260,43.436,0.12102,0.13571,528.91,320.06
286.23,12189,43.384,0.1114,0.13551,530.44,320.15
286.73,12118,43.333,0.11989,0.13532,531.96,320.23
287.23,12047,43.281,0.10641,0.13512,533.48,320.32
287.73,11976,43.232,0.13731,0.13493,535,320.4
288.23,11905,43.18,0.10431,0.13473,536.52,320.49
288.73,11834,43.13,0.10648,0.13454,538.04,320.57
289.23,11764,43.08,0.10602,0.13435,539.55,320.66
289.73,11693,43.03,0.10528,0.13416,541.11,320.74
290.23,11623,42.983,0.14359,0.13397,542.71,320.83
290.73,11552,42.931,0.12401,0.13378,544.3,320.91
291.23,11482,42.88,0.10973,0.13358,545.89,321
291.73,11412,42.83,0.11278,0.13339,547.48,321.08
292.23,11342,42.78,0.11387,0.1332,549.07,321.16
292.73,11272,42.729,0.10985,0.13301,550.65,321.25
293.23,11202,42.679,0.10413,0.13282,552.24,321.33
293.73,11132,42.629,0.11622,0.13263,553.82,321.42
294.23,11062,42.579,0.11013,0.13244,555.4,321.5
294.73,10992,42.529,0.102,0.13225,556.98,321.58
295.23,10923,42.481,0.13869,0.13206,558.55,321.67
295.73,10853,42.433,0.14573,0.13188,560.13,321.75
296.23,10784,42.382,0.12287,0.13169,561.7,321.84
296.73,10714,42.332,0.096778,0.1315,563.27,321.92
297.23,10645,42.284,0.1209,0.13132,564.84,322
297.73,10576,42.235,0.096125,0.13113,566.41,322.09
298.23,10507,42.19,0.1437,0.13096,567.97,322.17
298.73,10437,42.14,0.10992,0.13077,569.54,322.25
299.23,10368,42.092,0.094533,0.13058,571.1,322.33
299.73,10299,42.047,0.14993,0.13041,572.66,322.42
300.23,10231,41.998,0.096804,0.13023,574.22,322.5
300.73,10162,41.951,0.10401,0.13005,575.77,322.58
301.23,10093,41.905,0.10401,0.12987,577.33,322.67
301.73,10025,41.865,0.1924,0.12971,578.97,322.75
302.23,9956,41.811,0.095238,0.12951,580.6,322.83
302.73,9887.5,41.767,0.13631,0.12934,582.24,322.91
303.23,9819.1,41.717,0.09399,0.12916,583.87,323
303.73,9750.8,41.672,0.13138,0.12898,585.5,323.08
304.23,9682.5,41.623,0.10333,0.1288,587.13,323.16
304.73,9614.4,41.578,0.13582,0.12863,588.76,323.24
305.23,9546.3,41.529,0.099934,0.12844,590.38,323.32
305.73,9478.3,41.483,0.10046,0.12827,592.01,323.4
306.23,9410.3,41.444,0.21588,0.12812,593.63,323.49
306.73,9342.5,41.388,0.091913,0.12791,595.25,323.57
307.23,9274.7,41.344,0.12902,0.12774,596.87,323.65
307.73,9207,41.304,0.21587,0.12759,598.48,323.73
308.23,9139.4,41.267,0.30222,0.12744,600.1,323.81
308.73,9071.8,41.206,0.16088,0.12722,601.71,323.89
309.23,9004.3,41.16,0.14935,0.12705,603.32,323.97
309.73,8936.9,41.113,0.092292,0.12687,604.93,324.06
310.23,8869.6,41.071,0.13487,0.12671,606.54,324.14
310.73,8802.3,41.024,0.091996,0.12653,608.15,324.22
311.23,8735.2,40.981,0.11227,0.12637,609.75,324.3
311.73,8668,40.936,0.087557,0.1262,611.35,324.38
312.23,8601,40.893,0.092099,0.12603,612.95,324.46
312.73,8534,40.85,0.11157,0.12587,614.55,324.54
313.23,8467.1,40.808,0.13967,0.12571,616.15,324.62
313.73,8400.3,40.762,0.087618,0.12554,617.82,324.7
314.23,8333.5,40.723,0.16939,0.12539,619.5,324.78
314.73,8266.8,40.678,0.15803,0.12522,621.17,324.86
315.23,8200.2,40.632,0.12225,0.12504,622.85,324.94
315.73,8133.7,40.587,0.11172,0.12488,624.53,325.02
316.23,8067.2,40.542,0.089467,0.12471,626.2,325.1
316.73,8000.8,40.505,0.20103,0.12456,627.87,325.18
317.23,7934.5,40.458,0.16109,0.12439,629.54,325.26
317.73,7868.2,40.412,0.13826,0.12421,631.21,325.34
318.23,7802.1,40.366,0.087372,0.12404,632.87,325.42
318.73,7735.9,40.325,0.12893,0.12389,634.54,325.5
319.23,7669.9,40.283,0.16182,0.12373,636.2,325.58
319.73,7603.9,40.236,0.086786,0.12355,637.86,325.66
320.23,7538,40.193,0.086606,0.12339,639.52,325.74
320.73,7472.2,40.151,0.088557,0.12323,641.17,325.82
321.23,7406.4,40.112,0.15449,0.12308,642.83,325.89
321.73,7340.8,40.068,0.13742,0.12292,644.48,325.97
322.23,7275.1,40.023,0.083391,0.12275,646.13,326.05
322.73,7209.6,39.982,0.08518,0.12259,647.78,326.13
323.23,7144.1,39.941,0.090948,0.12244,649.43,326.21
323.73,7078.7,39.9,0.11139,0.12228,651.08,326.29
324.23,7013.3,39.859,0.1206,0.12213,652.72,326.37
324.73,6948.1,39.816,0.083531,0.12197,654.36,326.45
325.23,6882.8,39.777,0.12174,0.12182,656,326.52
325.73,6817.7,39.735,0.081693,0.12166,657.64,326.6
326.23,6752.6,39.697,0.14584,0.12152,659.37,326.68
326.73,6687.6,39.654,0.090802,0.12135,661.09,326.76
327.23,6622.6,39.613,0.10324,0.1212,662.81,326.84
327.73,6557.8,39.571,0.092276,0.12104,664.53,326.91
328.23,6493,39.53,0.082599,0.12089,666.25,326.99
328.73,6428.2,39.49,0.11967,0.12074,667.97,327.07
329.23,6363.5,39.447,0.094859,0.12058,669.68,327.15
329.73,6298.9,39.409,0.16078,0.12043,671.4,327.23
330.23,6234.4,39.364,0.081631,0.12027,673.11,327.3
330.73,6169.9,39.324,0.092278,0.12012,674.82,327.38
331.23,6105.5,39.283,0.095551,0.11996,676.52,327.46
331.73,6041.2,39.242,0.08616,0.11981,678.23,327.54
332.23,5976.9,39.202,0.080431,0.11966,679.93,327.61
332.73,5912.7,39.163,0.11501,0.11951,681.64,327.69
333.23,5848.5,39.122,0.08755,0.11936,683.34,327.77
333.73,5784.5,39.082,0.098315,0.11921,685.04,327.84
334.23,5720.4,39.045,0.14192,0.11907,686.73,327.92
334.73,5656.5,39.004,0.11791,0.11891,688.43,328
335.23,5592.6,38.963,0.097402,0.11876,690.12,328.07
335.73,5528.8,38.925,0.09941,0.11862,691.81,328.15
336.23,5465,38.888,0.15044,0.11848,693.5,328.23
336.73,5401.3,38.85,0.15405,0.11833,695.19,328.3
337.23,5337.7,38.807,0.082568,0.11818,696.88,328.38
337.73,5274.2,38.769,0.081723,0.11803,698.56,328.46
338.23,5210.6,38.731,0.095329,0.11789,700.25,328.53
338.73,5147.2,38.693,0.077974,0.11775,701.97,328.61
339.23,5083.8,38.656,0.089602,0.11761,703.74,328.69
339.73,5020.5,38.619,0.12489,0.11747,705.51,328.76
340.23,4957.3,38.578,0.08481,0.11732,707.28,328.84
340.73,4894.1,38.54,0.11087,0.11717,709.04,328.91
341.23,4830.9,38.5,0.088907,0.11703,710.8,328.99
341.73,4767.9,38.462,0.083689,0.11688,712.56,329.07
342.23,4704.9,38.423,0.077636,0.11674,714.32,329.14
342.73,4642,38.385,0.10478,0.11659,716.08,329.22
343.23,4579.1,38.346,0.076738,0.11645,717.83,329.29
343.73,4516.3,38.308,0.087675,0.11631,719.58,329.37
344.23,4453.5,38.27,0.09723,0.11616,721.34,329.44
344.73,4390.8,38.231,0.080106,0.11602,723.08,329.52
345.23,4328.2,38.195,0.12552,0.11589,724.83,329.59
345.73,4265.7,38.155,0.076736,0.11574,726.58,329.67
346.23,4203.2,38.122,0.16375,0.11561,728.32,329.74
346.73,4140.7,38.085,0.16883,0.11547,730.07,329.82
347.23,4078.4,38.045,0.13939,0.11532,731.81,329.89
347.73,4016,38.005,0.07329,0.11518,733.55,329.97
348.23,3953.8,37.97,0.09641,0.11504,735.28,330.04
348.73,3891.6,37.933,0.08042,0.11491,737.02,330.12
349.23,3829.5,37.898,0.13119,0.11478,738.75,330.19
349.73,3767.4,37.861,0.12159,0.11464,740.49,330.27
350.23,3705.4,37.824,0.092822,0.1145,742.22,330.34
350.73,3643.4,37.788,0.098867,0.11437,743.95,330.42
351.23,3581.5,37.752,0.075021,0.11423,745.67,330.49
351.73,3519.7,37.716,0.077021,0.1141,747.43,330.57
352.23,3457.9,37.682,0.10373,0.11397,749.24,330.64
352.73,3396.2,37.651,0.19673,0.11385,751.06,330.71
353.23,3334.5,37.61,0.1377,0.1137,752.87,330.79
353.73,3272.9,37.571,0.074753,0.11356,754.68,330.86
354.23,3211.3,37.535,0.076349,0.11342,756.48,330.94
354.73,3149.9,37.499,0.082961,0.11329,758.29,331.01
355.23,3088.4,37.466,0.15414,0.11316,760.09,331.08
355.73,3027.1,37.426,0.074082,0.11302,761.9,331.16
356.23,2965.8,37.39,0.091537,0.11288,763.7,331.23
356.73,2904.5,37.354,0.075699,0.11275,765.49,331.31
357.23,2843.3,37.321,0.13387,0.11262,767.29,331.38
357.73,2782.2,37.284,0.11002,0.11249,769.09,331.45
358.23,2721.1,37.248,0.10676,0.11235,770.88,331.53
358.73,2660.1,37.212,0.099238,0.11222,772.67,331.6
359.23,2599.2,37.176,0.071319,0.11209,774.46,331.67
359.73,2538.3,37.141,0.069942,0.11196,776.25,331.75
360.23,2477.4,37.107,0.098692,0.11183,778.04,331.82
360.73,2416.6,37.072,0.095967,0.1117,779.82,331.89
361.23,2355.9,37.037,0.092169,0.11157,781.6,331.96
361.73,2295.2,37.002,0.085573,0.11144,783.39,332.04
362.23,2234.6,36.968,0.071347,0.11131,785.17,332.11
362.73,2174.1,36.934,0.10555,0.11119,786.94,332.18
363.23,2113.6,36.901,0.10579,0.11106,788.72,332.26
363.73,2053.1,36.866,0.087965,0.11093,790.5,332.33
364.23,1992.7,36.832,0.066938,0.1108,792.27,332.4
364.73,1932.4,36.801,0.13846,0.11069,794.04,332.47
365.23,1872.1,36.765,0.07212,0.11055,795.86,332.55
365.73,1811.9,36.731,0.07295,0.11043,797.72,332.62
366.23,1751.7,36.7,0.13153,0.11031,799.57,332.69
366.73,1691.6,36.666,0.14533,0.11019,801.43,332.76
367.23,1631.5,36.632,0.14507,0.11006,803.28,332.84
367.73,1571.5,36.594,0.071642,0.10992,805.14,332.91
368.23,1511.6,36.56,0.070091,0.1098,806.99,332.98
368.73,1451.7,36.528,0.12251,0.10968,808.84,333.05
369.23,1391.9,36.493,0.095226,0.10955,810.68,333.12
369.24,1391.2,36.46,87.522,0.10943,812.53,333.2
369.25,1390.5,35.961,84.875,0.10793,812.55,333.2
369.25,1389.8,35.461,82.264,0.10643,812.57,333.2
369.26,1389.1,34.961,79.689,0.10493,812.59,333.2
369.26,1388.4,34.461,77.15,0.10342,812.62,333.2
369.27,1387.6,33.961,74.646,0.10192,812.64,333.2
369.28,1386.9,33.461,72.179,0.10042,812.66,333.2
369.28,1386.1,32.96,69.749,0.098921,812.69,333.2
369.29,1385.3,32.46,67.355,0.097419,812.71,333.2
369.3,1384.5,31.96,64.998,0.095918,812.73,333.2
369.31,1383.7,31.46,62.677,0.094417,812.76,333.2
369.32,1382.9,30.96,60.393,0.092915,812.78,333.2
369.32,1382,30.459,58.144,0.091413,812.81,333.21
369.33,1381.1,29.959,55.933,0.089912,812.84,333.21
369.34,1380.2,29.459,53.758,0.08841,812.86,333.21
369.35,1379.3,28.959,51.62,0.086909,812.89,333.21
369.36,1378.4,28.459,49.519,0.085408,812.92,333.21
369.37,1377.4,27.959,47.455,0.083907,812.95,333.21
369.38,1376.5,27.459,45.428,0.082406,812.98,333.21
369.4,1375.5,26.959,43.437,0.080905,813.01,333.21
369.41,1374.4,26.459,41.482,0.079405,813.04,333.21
369.42,1373.3,25.959,39.564,0.077903,813.07,333.22
369.43,1372.3,25.459,37.682,0.076402,813.1,333.22
369.45,1371.1,24.959,35.838,0.074902,813.14,333.22
369.46,1370,24.459,34.03,0.073401,813.17,333.22
369.48,1368.7,23.959,32.259,0.071901,813.21,333.22
369.49,1367.5,23.459,30.524,0.070401,813.24,333.22
369.51,1366.2,22.959,28.826,0.0689,813.28,333.22
369.53,1364.9,22.459,27.165,0.0674,813.32,333.23
369.55,1363.5,21.96,25.541,0.0659,813.36,333.23
369.57,1362,21.46,23.953,0.064401,813.41,333.23
369.59,1360.5,20.96,22.399,0.062899,813.45,333.23
369.62,1358.9,20.46,20.882,0.061397,813.5,333.23
369.64,1357.3,19.96,19.404,0.059897,813.55,333.23
369.67,1355.5,19.46,17.963,0.058398,813.6,333.24
369.7,1353.6,18.963,16.565,0.056905,813.65,333.24
369.73,1351.7,18.468,15.212,0.055418,813.71,333.24
369.77,1349.6,17.968,13.881,0.053919,813.77,333.24
369.81,1347.3,17.467,12.581,0.052416,813.84,333.25
369.85,1344.9,16.966,11.314,0.05091,813.9,333.25
369.9,1342.3,16.464,10.084,0.049404,813.98,333.25
369.96,1339.4,15.963,8.8928,0.0479,814.06,333.25
370.02,1336.2,15.463,7.7413,0.046398,814.15,333.26
370.1,1332.5,14.963,6.6302,0.0449,814.25,333.26
370.19,1328.3,14.464,5.5575,0.043402,814.36,333.27
370.3,1323.3,13.964,4.5134,0.041899,814.49,333.27
370.44,1317.2,13.463,3.5069,0.040397,814.65,333.28
370.64,1309,12.966,2.5557,0.038904,814.84,333.28
370.95,1296.6,12.467,1.6209,0.037404,815.09,333.29
371.45,1277.3,11.968,0.7278,0.035906,815.47,333.31
371.95,1258.3,11.609,0.28954,0.034828,816.07,333.33
372.45,1239.4,11.564,0.45065,0.034689,816.65,333.36
372.95,1220.4,11.538,0.13356,0.03461,817.24,333.38
373.45,1201.5,11.544,0.35112,0.034626,817.82,333.4
373.95,1182.6,11.543,0.44927,0.034621,818.4,333.42
374.45,1163.7,11.527,0.16493,0.034571,818.99,333.45
374.95,1144.8,11.527,0.021661,0.034566,819.57,333.47
375.45,1125.9,11.53,0.31328,0.034575,820.15,333.49
375.95,1107,11.519,0.062243,0.034539,820.74,333.51
376.45,1088.1,11.52,0.20734,0.034539,821.32,333.54
376.95,1069.2,11.519,0.29338,0.034533,821.9,333.56
377.45,1050.4,11.509,0.034256,0.034502,822.48,333.58
377.95,1031.5,11.51,0.16381,0.0345,823.07,333.61
378.45,1012.6,11.509,0.26827,0.034495,823.65,333.63
378.95,993.75,11.509,0.39791,0.034495,824.23,333.65
379.45,974.89,11.496,0.16314,0.034452,824.81,333.67
379.95,956.06,11.539,0.87766,0.03458,825.4,333.7
380.45,937.23,11.472,0.028652,0.034377,825.98,333.72
380.95,918.39,11.486,0.10778,0.034417,826.56,333.74
381.45,899.55,11.498,0.48061,0.034451,827.14,333.76
381.95,880.73,11.48,0.25655,0.034394,827.72,333.79
382.45,861.9,11.477,0.11,0.034382,828.3,333.81
382.95,843.08,11.475,0.024411,0.034373,828.88,333.83
383.45,824.27,11.477,0.28724,0.034378,829.46,333.85
383.95,805.46,11.469,0.17037,0.03435,830.04,333.88
384.45,786.66,11.482,0.53365,0.034387,830.62,333.9
384.95,767.86,11.455,0.031649,0.034306,831.2,333.92
385.45,749.07,11.469,0.41723,0.034343,831.78,333.94
385.95,730.29,11.452,0.11453,0.034292,832.36,333.97
386.45,711.5,11.457,0.27619,0.034302,832.94,333.99
386.95,692.73,11.458,0.41086,0.034303,833.52,334.01
387.45,673.96,11.443,0.12884,0.034257,834.1,334.03
387.95,655.2,11.454,0.43465,0.034286,834.68,334.06
388.45,636.44,11.444,0.37645,0.034254,835.26,334.08
388.95,617.68,11.433,0.029689,0.034219,835.84,334.1
389.45,598.93,11.435,0.15848,0.034223,836.42,334.12
389.95,580.19,11.433,0.21327,0.034214,836.99,334.15
390.45,561.44,11.426,0.047297,0.034193,837.57,334.17
390.95,542.71,11.424,0.012944,0.034184,838.15,334.19
391.45,523.97,11.424,0.21179,0.034181,838.73,334.21
391.95,505.25,11.418,0.17072,0.034163,839.31,334.24
392.45,486.53,11.418,0.25717,0.034158,839.88,334.26
392.95,467.81,11.414,0.26605,0.034145,840.46,334.28
393.45,449.1,11.408,0.13457,0.034123,841.04,334.3
393.95,430.4,11.411,0.32585,0.034131,841.62,334.33
394.45,411.7,11.413,0.48034,0.034135,842.19,334.35
394.95,393.01,11.393,0.043984,0.034072,842.77,334.37
395.45,374.32,11.395,0.030536,0.034077,843.35,334.39
395.95,355.64,11.394,0.13324,0.03407,843.92,334.42
396.45,336.96,11.39,0.076451,0.034056,844.5,334.44
396.95,318.28,11.389,0.19896,0.034051,845.08,334.46
397.45,299.62,11.406,0.63318,0.0341,845.66,334.48
397.95,280.96,11.37,0.066286,0.033991,846.26,334.51
398.45,262.31,11.376,0.048644,0.034005,846.87,334.53
398.95,243.65,11.374,0.047943,0.033996,847.47,334.55
399.45,225.01,11.382,0.43925,0.034018,848.08,334.57
399.95,206.37,11.364,0.17507,0.033964,848.68,334.6
400.45,187.73,11.376,0.48441,0.033998,849.29,334.62
400.95,169.11,11.355,0.11936,0.033932,849.89,334.64
401.45,150.48,11.356,0.035446,0.033933,850.49,334.66
401.95,131.86,11.356,0.20369,0.033931,851.1,334.69
