Time,Altitude,Total Velocity,Total Acceleration,Mach Number,Air Pressure,Local Speed of Sound
20.971,27954,489.59,16.39,1.6271,267.6,301.3
21.021,28032,488.77,16.351,1.6249,266.61,301.21
21.071,28110,487.96,16.313,1.6227,265.62,301.12
21.121,28187,487.16,16.276,1.6205,264.63,301.02
21.171,28265,486.35,16.237,1.6185,263.69,300.93
21.221,28343,485.55,16.2,1.6164,262.76,300.84
21.271,28420,484.75,16.164,1.6143,261.83,300.74
21.321,28497,483.95,16.128,1.6121,260.91,300.65
21.371,28574,483.15,16.095,1.6099,259.99,300.56
21.421,28651,482.35,16.06,1.6078,259.07,300.47
21.471,28728,481.56,16.026,1.6056,258.15,300.37
21.521,28805,480.76,15.992,1.6035,257.23,300.28
21.571,28881,479.97,15.957,1.6015,256.31,300.19
21.621,28958,479.18,15.924,1.5994,255.4,300.1
21.671,29034,478.39,15.894,1.5972,254.49,300.01
21.721,29110,477.61,15.861,1.5951,253.58,299.92
21.771,29186,476.82,15.83,1.5929,252.67,299.82
21.821,29262,476.04,15.801,1.5907,251.76,299.73
21.871,29338,475.26,15.769,1.5886,250.85,299.64
21.921,29414,474.48,15.737,1.5866,249.95,299.55
21.971,29489,473.7,15.706,1.5845,249.04,299.46
22.021,29565,472.92,15.675,1.5824,248.14,299.37
22.071,29640,472.15,15.645,1.5804,247.24,299.28
22.121,29715,471.37,15.614,1.5783,246.34,299.19
22.171,29790,470.6,15.584,1.5762,245.44,299.1
22.221,29865,469.83,15.555,1.574,244.56,299.01
22.271,29940,469.06,15.529,1.5718,243.72,298.92
22.321,30015,468.3,15.502,1.5695,242.89,298.83
22.371,30089,467.53,15.471,1.5675,242.05,298.74
22.421,30163,466.77,15.438,1.5655,241.22,298.65
22.471,30238,466.01,15.409,1.5634,240.38,298.56
22.521,30312,465.25,15.38,1.5611,239.55,298.47
22.571,30386,464.49,15.347,1.5591,238.72,298.38
22.621,30460,463.73,15.314,1.5571,237.89,298.3
22.671,30534,462.97,15.283,1.555,237.07,298.21
22.721,30607,462.22,15.254,1.5528,236.24,298.12
22.771,30681,461.47,15.225,1.5505,235.42,298.03
22.821,30754,460.71,15.194,1.5484,234.6,297.94
22.871,30827,459.96,15.16,1.5464,233.77,297.85
22.921,30901,459.22,15.126,1.5444,232.95,297.77
22.971,30974,458.47,15.092,1.5425,232.14,297.68
23.021,31047,457.72,15.061,1.5404,231.32,297.59
23.071,31119,456.98,15.029,1.5384,230.5,297.5
23.121,31192,456.24,14.997,1.5364,229.69,297.42
23.171,31264,455.5,14.968,1.5343,228.88,297.33
23.221,31337,454.76,14.936,1.5324,228.06,297.24
23.271,31409,454.02,14.905,1.5305,227.25,297.16
23.321,31481,453.28,14.875,1.5286,226.44,297.07
23.371,31553,452.55,14.845,1.5262,225.68,297.06
23.421,31625,451.81,14.817,1.5238,224.93,297.06
23.471,31697,451.08,14.788,1.5215,224.18,297.06
23.521,31769,450.35,14.761,1.519,223.43,297.06
23.571,31840,449.62,14.737,1.5165,222.68,297.06
23.621,31912,448.89,14.711,1.5141,221.94,297.06
23.671,31983,448.16,14.685,1.5118,221.19,297.06
23.721,32054,447.44,14.661,1.5094,220.44,297.06
23.771,32125,446.72,14.637,1.507,219.7,297.06
23.821,32196,445.99,14.615,1.5045,218.96,297.06
23.871,32267,445.27,14.594,1.502,218.22,297.06
23.921,32338,444.55,14.572,1.4996,217.48,297.06
23.971,32409,443.83,14.55,1.4972,216.74,297.06
24.021,32479,443.12,14.527,1.4948,216,297.06
24.071,32549,442.4,14.504,1.4923,215.26,297.06
24.121,32620,441.69,14.484,1.4898,214.53,297.06
24.171,32690,440.98,14.462,1.4873,213.8,297.06
24.221,32760,440.27,14.436,1.4849,213.06,297.06
24.271,32830,439.56,14.41,1.4825,212.33,297.06
24.321,32900,438.85,14.382,1.4801,211.6,297.06
24.371,32969,438.14,14.356,1.4777,210.87,297.06
24.421,33039,437.43,14.327,1.4753,210.15,297.06
24.471,33108,436.73,14.296,1.4729,209.42,297.06
24.521,33177,436.03,14.266,1.4706,208.73,297.06
24.571,33247,435.33,14.236,1.4682,208.06,297.06
24.621,33316,434.63,14.203,1.466,207.4,297.06
24.671,33385,433.93,14.171,1.4637,206.73,297.06
24.721,33454,433.23,14.14,1.4614,206.06,297.06
24.771,33522,432.53,14.111,1.459,205.4,297.06
24.821,33591,431.84,14.084,1.4565,204.74,297.06
24.871,33659,431.14,14.055,1.4542,204.07,297.06
24.921,33728,430.45,14.025,1.4519,203.41,297.06
24.971,33796,429.76,13.997,1.4496,202.75,297.06
25.021,33864,429.07,13.97,1.4473,202.09,297.06
25.071,33932,428.38,13.944,1.445,201.44,297.06
25.121,34000,427.69,13.918,1.4427,200.78,297.06
25.171,34068,427.01,13.892,1.4404,200.12,297.06
25.221,34136,426.32,13.868,1.4381,199.47,297.06
25.271,34203,425.64,13.845,1.4359,198.81,297.06
25.321,34271,424.96,13.824,1.4335,198.16,297.06
25.371,34338,424.27,13.802,1.4311,197.51,297.06
25.421,34405,423.59,13.78,1.429,196.86,297.06
25.471,34472,422.91,13.759,1.4268,196.21,297.06
25.521,34540,422.24,13.739,1.4246,195.56,297.06
25.571,34606,421.56,13.72,1.4223,194.92,297.06
25.621,34673,420.88,13.703,1.42,194.27,297.06
25.671,34740,420.21,13.684,1.4178,193.63,297.06
25.721,34806,419.54,13.668,1.4155,193.01,297.06
25.771,34873,418.86,13.651,1.4133,192.42,297.06
25.821,34939,418.19,13.636,1.411,191.82,297.06
25.871,35006,417.52,13.622,1.4086,191.23,297.06
25.921,35072,416.85,13.61,1.4062,190.64,297.06
25.971,35138,416.19,13.595,1.4039,190.05,297.06
26.021,35204,415.52,13.578,1.4017,189.46,297.06
26.071,35269,414.85,13.563,1.3993,188.87,297.06
26.121,35335,414.19,13.545,1.3971,188.29,297.06
26.171,35401,413.52,13.526,1.3949,187.7,297.06
26.221,35466,412.86,13.507,1.3925,187.12,297.06
26.271,35531,412.2,13.488,1.3902,186.53,297.06
26.321,35597,411.54,13.466,1.3879,185.95,297.06
26.371,35662,410.88,13.443,1.3857,185.37,297.06
26.421,35727,410.22,13.42,1.3834,184.79,297.06
26.471,35792,409.57,13.395,1.3811,184.21,297.06
26.521,35857,408.91,13.369,1.3789,183.63,297.06
26.571,35921,408.26,13.343,1.3767,183.05,297.06
26.621,35986,407.6,13.315,1.3745,182.47,297.06
26.671,36050,406.95,13.288,1.3724,181.9,297.06
26.721,36115,406.3,13.262,1.3702,181.32,297.06
26.771,36179,405.65,13.236,1.3679,180.75,297.06
26.821,36243,405,13.21,1.3658,180.17,297.06
26.871,36307,404.35,13.183,1.3637,179.6,297.06
26.921,36371,403.7,13.158,1.3616,179.03,297.06
26.971,36435,403.06,13.135,1.3594,178.48,297.06
27.021,36499,402.41,13.113,1.3572,177.95,297.06
27.071,36562,401.77,13.089,1.3551,177.42,297.06
27.121,36626,401.12,13.067,1.3531,176.9,297.06
27.171,36689,400.48,13.048,1.3509,176.38,297.06
27.221,36752,399.84,13.03,1.3486,175.85,297.06
27.271,36816,399.2,13.013,1.3463,175.33,297.06
27.321,36879,398.56,12.995,1.3442,174.81,297.06
27.371,36942,397.92,12.978,1.342,174.29,297.06
27.421,37004,397.28,12.961,1.34,173.77,297.06
27.471,37067,396.64,12.944,1.338,173.25,297.06
27.521,37130,396.01,12.929,1.3359,172.74,297.06
27.571,37192,395.37,12.916,1.3337,172.22,297.06
27.621,37255,394.74,12.902,1.3316,171.7,297.06
27.671,37317,394.11,12.889,1.3295,171.19,297.06
27.721,37379,393.47,12.877,1.3274,170.67,297.06
27.771,37442,392.84,12.865,1.3253,170.16,297.06
27.821,37504,392.21,12.854,1.3232,169.65,297.06
27.871,37566,391.58,12.846,1.3208,169.14,297.06
27.921,37627,390.95,12.836,1.3186,168.63,297.06
27.971,37689,390.33,12.823,1.3166,168.12,297.06
28.021,37751,389.7,12.814,1.3144,167.61,297.06
28.071,37812,389.07,12.803,1.3122,167.1,297.06
28.121,37874,388.45,12.789,1.3102,166.59,297.06
28.171,37935,387.82,12.777,1.3082,166.09,297.06
28.221,37996,387.2,12.765,1.306,165.58,297.06
28.271,38057,386.58,12.751,1.3039,165.08,297.06
28.321,38118,385.96,12.734,1.3019,164.62,297.06
28.371,38179,385.33,12.716,1.3,164.15,297.06
28.421,38240,384.71,12.698,1.298,163.69,297.06
28.471,38300,384.1,12.68,1.296,163.23,297.06
28.521,38361,383.48,12.666,1.2938,162.76,297.06
28.571,38421,382.86,12.651,1.2914,162.3,297.06
28.621,38482,382.24,12.634,1.2892,161.84,297.06
28.671,38542,381.63,12.616,1.2871,161.38,297.06
28.721,38602,381.01,12.595,1.2851,160.92,297.06
28.771,38662,380.4,12.573,1.2831,160.47,297.06
28.821,38722,379.78,12.552,1.2811,160.01,297.06
28.871,38782,379.17,12.533,1.2789,159.55,297.06
28.921,38842,378.56,12.512,1.2769,159.1,297.06
28.971,38901,377.95,12.492,1.2749,158.64,297.06
29.021,38961,377.34,12.473,1.2727,158.19,297.06
29.071,39020,376.73,12.455,1.2705,157.73,297.06
29.121,39080,376.12,12.437,1.2684,157.28,297.06
29.171,39139,375.51,12.416,1.2664,156.83,297.06
29.221,39198,374.91,12.396,1.2645,156.38,297.06
29.271,39257,374.3,12.378,1.2624,155.93,297.06
29.321,39316,373.7,12.362,1.2603,155.48,297.06
29.371,39375,373.09,12.344,1.2583,155.03,297.06
29.421,39433,372.49,12.327,1.2563,154.58,297.06
29.471,39492,371.89,12.31,1.2544,154.13,297.06
29.521,39550,371.28,12.292,1.2526,153.69,297.06
29.571,39609,370.68,12.275,1.2508,153.24,297.06
29.621,39667,370.08,12.26,1.2489,152.79,297.06
29.671,39725,369.48,12.246,1.247,152.37,297.06
29.721,39784,368.88,12.234,1.245,151.96,297.06
29.771,39842,368.28,12.224,1.2429,151.55,297.06
29.821,39899,367.68,12.215,1.2407,151.14,297.06
29.871,39957,367.09,12.207,1.2386,150.73,297.06
29.921,40015,366.49,12.199,1.2365,150.33,297.06
29.971,40073,365.89,12.19,1.2345,149.92,297.06
30.021,40130,365.3,12.18,1.2326,149.52,297.06
30.071,40188,364.7,12.171,1.2307,149.11,297.06
30.121,40245,364.11,12.161,1.2289,148.71,297.06
30.171,40302,363.52,12.153,1.227,148.3,297.06
30.221,40359,362.93,12.146,1.225,147.9,297.06
30.271,40416,362.33,12.139,1.223,147.5,297.06
30.321,40473,361.74,12.133,1.221,147.1,297.06
30.371,40530,361.15,12.125,1.2191,146.7,297.06
30.421,40587,360.56,12.118,1.2171,146.3,297.06
30.471,40643,359.97,12.112,1.2151,145.9,297.06
30.521,40700,359.39,12.105,1.2131,145.5,297.06
30.571,40756,358.8,12.099,1.211,145.1,297.06
30.621,40813,358.21,12.093,1.2089,144.7,297.06
30.671,40869,357.62,12.085,1.2068,144.31,297.06
30.721,40925,357.04,12.078,1.2047,143.91,297.06
30.771,40981,356.45,12.067,1.2028,143.51,297.06
30.821,41037,355.87,12.056,1.2008,143.12,297.06
30.871,41093,355.29,12.039,1.1991,142.73,297.06
30.921,41148,354.7,12.023,1.1974,142.33,297.06
30.971,41204,354.12,12.009,1.1954,141.94,297.06
31.021,41260,353.54,11.994,1.1934,141.55,297.06
31.071,41315,352.96,11.981,1.1913,141.16,297.06
31.121,41370,352.38,11.97,1.1891,140.79,297.06
31.171,41426,351.8,11.958,1.1869,140.43,297.06
31.221,41481,351.22,11.94,1.1851,140.07,297.06
31.271,41536,350.64,11.921,1.1833,139.71,297.06
31.321,41591,350.06,11.902,1.1815,139.35,297.06
31.371,41645,349.49,11.885,1.1796,139,297.06
31.421,41700,348.91,11.871,1.1775,138.64,297.06
31.471,41755,348.33,11.854,1.1756,138.28,297.06
31.521,41809,347.76,11.838,1.1736,137.93,297.06
31.571,41864,347.18,11.824,1.1716,137.57,297.06
31.621,41918,346.61,11.808,1.1697,137.22,297.06
31.671,41973,346.04,11.79,1.1679,136.86,297.06
31.721,42027,345.46,11.775,1.166,136.51,297.06
31.771,42081,344.89,11.761,1.164,136.16,297.06
31.821,42135,344.32,11.748,1.1619,135.81,297.06
31.871,42189,343.75,11.735,1.1599,135.45,297.06
31.921,42242,343.18,11.721,1.158,135.1,297.06
31.971,42296,342.61,11.709,1.156,134.75,297.06
32.021,42350,342.04,11.697,1.154,134.4,297.06
32.071,42403,341.47,11.684,1.1521,134.06,297.06
32.121,42457,340.91,11.672,1.1503,133.71,297.06
32.171,42510,340.34,11.66,1.1485,133.36,297.06
32.221,42563,339.77,11.648,1.1467,133.01,297.06
32.271,42616,339.2,11.636,1.145,132.67,297.06
32.321,42669,338.64,11.626,1.1431,132.32,297.06
32.371,42722,338.07,11.616,1.1413,131.98,297.06
32.421,42775,337.51,11.607,1.1395,131.63,297.06
32.471,42828,336.95,11.601,1.1374,131.29,297.06
32.521,42880,336.38,11.596,1.1353,130.95,297.06
32.571,42933,335.82,11.59,1.1333,130.6,297.06
32.621,42985,335.26,11.584,1.1313,130.27,297.06
32.671,43038,334.7,11.578,1.1294,129.95,297.06
32.721,43090,334.13,11.571,1.1275,129.64,297.06
32.771,43142,333.57,11.566,1.1257,129.32,297.06
32.821,43194,333.01,11.562,1.1236,129.01,297.06
32.871,43246,332.45,11.559,1.1215,128.7,297.06
32.921,43298,331.9,11.553,1.1197,128.38,297.06
32.971,43350,331.34,11.546,1.118,128.07,297.06
33.021,43401,330.78,11.54,1.1162,127.76,297.06
33.071,43453,330.22,11.534,1.1144,127.45,297.06
33.121,43505,329.67,11.529,1.1125,127.14,297.06
33.171,43556,329.11,11.524,1.1106,126.83,297.06
33.221,43607,328.55,11.518,1.1088,126.52,297.06
33.271,43659,328,11.513,1.1069,126.21,297.06
33.321,43710,327.44,11.507,1.1051,125.9,297.06
33.371,43761,326.89,11.502,1.1031,125.6,297.06
33.421,43812,326.34,11.497,1.1011,125.29,297.06
33.471,43862,325.78,11.491,1.0992,124.98,297.06
33.521,43913,325.23,11.485,1.0972,124.68,297.06
33.571,43964,324.68,11.477,1.0954,124.37,297.06
33.621,44014,324.13,11.467,1.0937,124.07,297.06
33.671,44065,323.58,11.456,1.092,123.76,297.06
33.721,44115,323.03,11.445,1.0903,123.46,297.06
33.771,44166,322.47,11.435,1.0885,123.16,297.06
33.821,44216,321.93,11.424,1.0867,122.86,297.06
33.871,44266,321.38,11.414,1.0849,122.55,297.06
33.921,44316,320.83,11.402,1.0831,122.25,297.06
33.971,44366,320.28,11.391,1.0814,121.95,297.06
34.021,44415,319.73,11.378,1.0797,121.65,297.06
34.071,44465,319.19,11.366,1.0779,121.35,297.06
34.121,44515,318.64,11.354,1.0762,121.05,297.06
34.171,44564,318.09,11.343,1.0743,120.76,297.06
34.221,44614,317.55,11.333,1.0724,120.46,297.06
34.271,44663,317,11.322,1.0706,120.18,297.06
34.321,44712,316.46,11.311,1.0687,119.91,297.06
34.371,44762,315.91,11.301,1.0668,119.64,297.06
34.421,44811,315.37,11.289,1.0652,119.36,297.06
34.471,44860,314.83,11.278,1.0634,119.09,297.06
34.521,44908,314.28,11.269,1.0615,118.82,297.06
34.571,44957,313.74,11.26,1.0595,118.55,297.06
34.621,45006,313.2,11.251,1.0575,118.27,297.06
34.671,45055,312.66,11.24,1.0558,118,297.06
34.721,45103,312.12,11.23,1.054,117.73,297.06
34.771,45151,311.58,11.221,1.0521,117.46,297.06
34.821,45200,311.04,11.211,1.0504,117.2,297.06
34.871,45248,310.5,11.2,1.0487,116.93,297.06
34.921,45296,309.96,11.191,1.0469,116.66,297.06
34.971,45344,309.42,11.181,1.0451,116.39,297.06
35.021,45392,308.89,11.171,1.0434,116.12,297.06
35.071,45440,308.35,11.162,1.0417,115.86,297.06
35.121,45488,307.81,11.153,1.0401,115.59,297.06
35.171,45536,307.27,11.143,1.0384,115.33,297.06
35.221,45583,306.74,11.135,1.0367,115.06,297.06
35.271,45631,306.2,11.127,1.035,114.8,297.06
35.321,45678,305.67,11.121,1.033,114.53,297.06
35.371,45725,305.13,11.115,1.0311,114.27,297.06
35.421,45773,304.6,11.109,1.0293,114.01,297.06
35.471,45820,304.06,11.102,1.0276,113.74,297.06
35.521,45867,303.53,11.094,1.026,113.48,297.06
35.571,45914,303,11.089,1.0241,113.22,297.06
35.621,45961,302.47,11.084,1.0223,112.96,297.06
35.671,46007,301.93,11.078,1.0205,112.7,297.06
35.721,46054,301.4,11.074,1.0186,112.44,297.06
35.771,46101,300.87,11.07,1.0167,112.18,297.06
35.821,46147,300.34,11.065,1.015,111.92,297.06
35.871,46194,299.81,11.06,1.0131,111.66,297.06
35.921,46240,299.28,11.056,1.0113,111.4,297.06
35.971,46286,298.75,11.051,1.1996,111.16,297.06
36.021,46332,298.22,11.048,1.1977,110.92,297.06
36.071,46378,297.7,11.044,1.1958,110.69,297.06
36.121,46424,297.17,11.04,1.1941,110.45,297.06
36.171,46470,296.64,11.036,1.2022,110.21,297.06
36.221,46516,296.11,11.034,1.2003,109.98,297.06
36.271,46562,295.59,11.027,0.99855,109.74,297.06
36.321,46607,295.06,11.022,0.99675,109.51,297.06
36.371,46653,294.54,11.017,0.99485,109.27,297.06
36.421,46698,294.01,11.011,0.99311,109.04,297.06
36.471,46744,293.49,11.005,0.99131,108.81,297.06
36.521,46789,292.96,10.999,0.98949,108.57,297.06
36.571,46834,292.44,10.993,0.98777,108.34,297.06
36.621,46879,291.92,10.987,0.98595,108.11,297.06
36.671,46924,291.39,10.981,0.98408,107.88,297.06
36.721,46969,290.87,10.975,0.98223,107.65,297.06
36.771,47014,290.35,10.968,0.98047,107.42,297.06
36.821,47058,289.83,10.96,0.97875,107.19,297.06
36.871,47103,289.31,10.952,0.97709,106.96,297.06
36.921,47147,288.79,10.942,0.97555,106.73,297.06
36.971,47192,288.27,10.932,0.97404,106.5,297.06
37.021,47236,287.75,10.922,0.97249,106.27,297.06
37.071,47280,287.23,10.914,0.97077,106.04,297.06
37.121,47325,286.71,10.905,0.96903,105.82,297.06
37.171,47369,286.19,10.896,0.96738,105.59,297.06
37.221,47413,285.68,10.889,0.96551,105.36,297.06
37.271,47457,285.16,10.881,0.96361,105.14,297.06
37.321,47500,284.64,10.873,0.96177,104.91,297.06
37.371,47544,284.13,10.863,0.96015,104.69,297.06
37.421,47588,283.61,10.855,0.95826,104.46,297.06
37.471,47631,283.1,10.847,0.95639,104.24,297.06
37.521,47675,282.58,10.838,0.95476,104.02,297.06
37.571,47718,282.07,10.828,0.95311,103.79,297.06
37.621,47761,281.56,10.819,0.95135,103.57,297.06
37.671,47805,281.04,10.81,0.94961,103.35,297.06
37.721,47848,280.53,10.803,0.9477,103.13,297.06
37.771,47891,280.02,10.794,0.94591,102.91,297.06
37.821,47934,279.51,10.785,0.94423,102.7,297.06
37.871,47976,279,10.776,0.94265,102.5,297.06
37.921,48019,278.49,10.766,0.9412,102.29,297.06
37.971,48062,277.98,10.757,0.93955,102.09,297.06
38.021,48104,277.47,10.75,0.93777,101.89,297.06
38.071,48147,276.96,10.742,0.93593,101.69,297.06
38.121,48189,276.45,10.734,0.93418,101.48,297.06
38.171,48231,275.94,10.727,0.93238,101.28,297.06
38.221,48274,275.43,10.719,0.93078,101.08,297.06
38.271,48316,274.92,10.709,0.92943,100.88,297.06
38.321,48358,274.42,10.699,0.928,100.68,297.06
38.371,48400,273.91,10.692,0.92629,100.48,297.06
38.421,48442,273.4,10.685,0.92464,100.28,297.06
38.471,48483,272.9,10.678,0.92291,100.09,297.06
38.521,48525,272.39,10.67,0.92134,99.887,297.06
38.571,48567,271.89,10.664,0.9195,99.689,297.06
38.621,48608,271.38,10.658,0.91782,99.492,297.06
38.671,48650,270.88,10.652,0.9161,99.295,297.06
38.721,48691,270.37,10.646,0.9143,99.098,297.06
38.771,48732,269.87,10.642,0.91241,98.902,297.06
38.821,48773,269.37,10.637,0.91046,98.706,297.06
38.871,48814,268.86,10.633,0.90857,98.511,297.06
38.921,48855,268.36,10.628,0.90683,98.316,297.06
38.971,48896,267.86,10.621,0.90535,98.122,297.06
39.021,48937,267.36,10.615,0.90386,97.928,297.06
39.071,48978,266.86,10.609,0.90229,97.734,297.06
39.121,49019,266.36,10.604,0.90064,97.541,297.06
39.171,49059,265.86,10.6,0.89883,97.348,297.06
39.221,49100,265.36,10.596,0.89698,97.155,297.06
39.271,49140,264.86,10.592,0.89521,96.963,297.06
39.321,49180,264.36,10.588,0.89353,96.772,297.06
39.371,49220,263.86,10.583,0.89188,96.581,297.06
39.421,49261,263.36,10.578,0.89036,96.39,297.06
39.471,49301,262.86,10.573,0.88884,96.199,297.06
39.521,49341,262.36,10.569,0.88717,96.009,297.06
39.571,49380,261.87,10.565,0.88543,95.82,297.06
39.621,49420,261.37,10.561,0.88371,95.631,297.06
39.671,49460,260.87,10.558,0.88198,95.442,297.06
39.721,49499,260.38,10.553,0.88042,95.254,297.06
39.771,49539,259.88,10.547,0.87913,95.068,297.06
39.821,49578,259.39,10.543,0.87765,94.894,297.06
39.871,49618,258.89,10.54,0.87586,94.722,297.06
39.921,49657,258.4,10.536,0.87429,94.549,297.06
39.971,49696,257.91,10.533,0.87245,94.377,297.06
40.021,49735,257.41,10.531,0.87061,94.205,297.06
40.071,49774,256.92,10.528,0.86885,94.034,297.06
40.121,49813,256.43,10.524,0.86725,93.863,297.06
40.171,49852,255.93,10.519,0.86586,93.692,297.06
40.221,49891,255.44,10.515,0.86443,93.522,297.06
40.271,49929,254.95,10.51,0.86293,93.352,297.06
40.321,49968,254.46,10.506,0.86139,93.183,297.06
40.371,50006,253.97,10.502,0.85984,93.014,297.06
40.421,50045,253.48,10.499,0.85825,92.845,297.06
40.471,50083,252.99,10.494,0.85674,92.676,297.06
40.521,50121,252.5,10.49,0.85524,92.509,297.06
40.571,50159,252.01,10.487,0.85347,92.341,297.06
40.621,50197,251.52,10.483,0.85193,92.174,297.06
40.671,50235,251.03,10.48,0.85028,92.007,297.06
40.721,50273,250.54,10.477,0.84844,91.84,297.06
40.771,50311,250.06,10.474,0.84675,91.674,297.06
40.821,50349,249.57,10.47,0.84523,91.509,297.06
40.871,50386,249.08,10.467,0.84351,91.343,297.06
40.921,50424,248.6,10.464,0.84171,91.178,297.06
40.971,50461,248.11,10.461,0.83994,91.014,297.06
41.021,50499,247.62,10.459,0.83803,90.85,297.06
41.071,50536,247.14,10.455,0.83644,90.686,297.06
41.121,50573,246.65,10.45,0.83498,90.522,297.06
41.171,50610,246.17,10.446,0.83331,90.359,297.06
41.221,50647,245.68,10.443,0.83141,90.197,297.06
41.271,50684,245.2,10.44,0.8296,90.034,297.06
41.321,50721,244.72,10.436,0.82783,89.872,297.06
41.371,50758,244.23,10.433,0.82607,89.711,297.06
41.421,50794,243.75,10.428,0.82449,89.55,297.06
41.471,50831,243.27,10.421,0.82322,89.389,297.06
41.521,50868,242.79,10.415,0.82176,89.229,297.06
41.571,50904,242.3,10.411,0.81996,89.068,297.06
41.621,50940,241.82,10.407,0.81817,88.909,297.06
41.671,50977,241.34,10.403,0.81637,88.749,297.06
41.721,51013,240.86,10.398,0.81475,88.591,297.06
41.771,51049,240.38,10.392,0.81324,88.432,297.06
41.821,51085,239.9,10.387,0.81157,88.274,297.06
41.871,51121,239.42,10.382,0.80996,88.116,297.06
41.921,51157,238.94,10.375,0.80855,87.959,297.06
41.971,51192,238.46,10.369,0.8071,87.808,297.06
42.021,51228,237.99,10.364,0.80536,87.663,297.06
42.071,51263,237.51,10.36,0.80349,87.518,297.06
42.121,51299,237.03,10.355,0.80178,87.374,297.06
42.171,51334,236.55,10.349,0.80028,87.23,297.06
42.221,51370,236.08,10.344,0.79873,87.087,297.06
42.271,51405,235.6,10.339,0.79699,86.944,297.06
42.321,51440,235.13,10.334,0.79534,86.801,297.06
42.371,51475,234.65,10.328,0.79384,86.659,297.06
42.421,51510,234.17,10.322,0.79242,86.517,297.06
42.471,51545,233.7,10.315,0.7911,86.375,297.06
42.521,51580,233.23,10.31,0.78959,86.234,297.06
42.571,51614,232.75,10.306,0.78766,86.093,297.06
42.621,51649,232.28,10.303,0.78576,85.952,297.06
42.671,51684,231.8,10.297,0.78429,85.812,297.06
42.721,51718,231.33,10.291,0.78284,85.672,297.06
42.771,51753,230.86,10.285,0.78144,85.532,297.06
42.821,51787,230.39,10.28,0.77993,85.393,297.06
42.871,51821,229.91,10.276,0.77823,85.254,297.06
42.921,51855,229.44,10.272,0.77651,85.115,297.06
42.971,51889,228.97,10.267,0.77485,84.977,297.06
43.021,51923,228.5,10.262,0.77326,84.839,297.06
43.071,51957,228.03,10.257,0.77176,84.701,297.06
43.121,51991,227.56,10.253,0.77016,84.564,297.06
43.171,52025,227.09,10.249,0.76841,84.427,297.06
43.221,52058,226.62,10.245,0.76676,84.291,297.06
43.271,52092,226.15,10.241,0.76506,84.154,297.06
43.321,52125,225.68,10.237,0.76353,84.019,297.06
43.371,52159,225.22,10.231,0.76222,83.883,297.06
43.421,52192,224.75,10.226,0.76093,83.748,297.06
43.471,52225,224.28,10.222,0.75924,83.613,297.06
43.521,52258,223.81,10.219,0.75746,83.478,297.06
43.571,52291,223.35,10.215,0.75599,83.344,297.06
43.621,52324,222.88,10.211,0.75453,83.21,297.06
43.671,52357,222.41,10.207,0.75297,83.077,297.06
43.721,52390,221.95,10.204,0.75134,82.944,297.06
43.771,52422,221.48,10.2,0.74979,82.811,297.06
43.821,52455,221.02,10.197,0.74816,82.679,297.06
43.871,52488,220.55,10.194,0.74653,82.546,297.06
43.921,52520,220.09,10.19,0.74532,82.415,297.06
43.971,52552,219.62,10.185,0.74407,82.283,297.06
44.021,52585,219.16,10.183,0.74239,82.152,297.06
44.071,52617,218.7,10.18,0.7408,82.021,297.06
44.121,52649,218.23,10.176,0.73935,81.891,297.06
44.171,52681,217.77,10.174,0.73785,81.761,297.06
44.221,52713,217.31,10.171,0.73632,81.631,297.06
44.271,52745,216.85,10.169,0.73458,81.501,297.06
44.321,52777,216.39,10.167,0.73294,81.372,297.06
44.371,52808,215.93,10.164,0.73154,81.244,297.06
44.421,52840,215.47,10.161,0.73019,81.123,297.06
44.471,52872,215.01,10.159,0.72863,81.005,297.06
44.521,52903,214.55,10.156,0.72716,80.887,297.06
44.571,52934,214.09,10.155,0.72556,80.769,297.06
44.621,52966,213.63,10.153,0.72389,80.651,297.06
44.671,52997,213.17,10.151,0.72239,80.534,297.06
44.721,53028,212.71,10.149,0.7209,80.417,297.06
44.771,53059,212.25,10.148,0.7191,80.301,297.06
44.821,53090,211.79,10.147,0.71747,80.185,297.06
44.871,53121,211.34,10.145,0.71604,80.069,297.06
44.921,53152,210.88,10.143,0.7145,79.953,297.06
44.971,53182,210.42,10.141,0.71299,79.838,297.06
45.021,53213,209.97,10.14,0.71142,79.723,297.06
45.071,53243,209.51,10.138,0.71002,79.609,297.06
45.121,53274,209.06,10.135,0.70889,79.494,297.06
45.171,53304,208.6,10.133,0.7075,79.38,297.06
45.221,53335,208.15,10.132,0.70576,79.267,297.06
45.271,53365,207.69,10.131,0.70405,79.153,297.06
45.321,53395,207.24,10.13,0.70251,79.04,297.06
45.371,53425,206.79,10.129,0.70099,78.927,297.06
45.421,53455,206.33,10.127,0.69942,78.815,297.06
45.471,53485,205.88,10.126,0.69796,78.703,297.06
45.521,53514,205.43,10.124,0.69659,78.591,297.06
45.571,53544,204.98,10.122,0.69523,78.48,297.06
45.621,53574,204.52,10.12,0.69374,78.368,297.06
45.671,53603,204.07,10.119,0.69222,78.258,297.06
45.721,53633,203.62,10.117,0.69068,78.147,297.06
45.771,53662,203.17,10.116,0.68926,78.037,297.06
45.821,53691,202.72,10.115,0.68762,77.927,297.06
45.871,53721,202.27,10.114,0.68586,77.817,297.06
45.921,53750,201.82,10.113,0.68443,77.708,297.06
