time,altitude_m,desired_theta_rad,desired_theta_deg,mount_theta_rad,mount_theta_deg,mount_ang_vel_rad_s,mount_ang_vel_deg_s,tracking_error_deg,distance_m,rx_gain_dbi,fspl_db,pr_dbm,snr_db
37.1,7002.034,1.531639164428132,87.7564598586759,1.5318021575159744,87.76579867469907,-0.00036481536893084843,-0.020902380941245673,-0.009338816023187342,7007.405482741526,8.999999653866254,108.58735007566722,-85.58735042180096,31.443549448118475
37.15,6998.523,1.5316195402584027,87.75533547657396,1.5317837574500892,87.76474442858108,-0.000368001317708533,-0.021084922359951862,-0.009408952007138083,7003.897175425193,8.999999648647695,108.58300033438385,-85.58300068573615,31.447899184183285
37.2,6998.523,1.5316195402584027,87.75533547657396,1.5317691757375087,87.76390895799214,-0.0002916342516030599,-0.016709411778311697,-0.008573481418202153,7003.897175425193,8.999999708274277,108.58300033438385,-85.58300062610958,31.447899243809857
37.25,6998.523,1.5316195402584027,87.75533547657396,1.5317556703608561,87.76313515690921,-0.00027010753305134304,-0.015476021658532346,-0.007799680335275531,7003.897175425193,8.999999758557394,108.58300033438385,-85.58300057582646,31.447899294092977
37.3,7009.056,1.531678353876641,87.7587052486769,1.5317551706119232,87.76310652340455,-9.994978647390271e-06,-0.0005726700928188388,-0.004401274727634405,7014.422105457868,8.999999923119313,108.59604303887045,-85.59604311575114,31.434856754168294
37.35,7019.59,1.5317369968216417,87.76206524192366,1.531759267502288,87.76334125793157,8.193780730357916e-05,0.004694690541051298,-0.0012760160079171325,7024.9480589183,8.999999993537918,108.60906745323567,-85.60906745969774,31.421832410221697
37.4,7016.077,1.5317174594357204,87.76094583216765,1.5317527232680028,87.76296630092689,-0.0001308846857082129,-0.007499140093976843,-0.002020468759255596,7021.437739689002,8.999999983798151,108.6047260879205,-85.60472610412235,31.42617376579709
37.45,7016.077,1.5317174594357204,87.76094583216765,1.531749851308203,87.76280174975143,-5.743919599510261e-05,-0.0032910235091441202,-0.0018559175837983934,7021.437739689002,8.999999986329712,108.6047260879205,-85.60472610159078,31.426173768328653
37.5,7012.566,1.5316979136444735,87.75982594082195,1.5317429901586852,87.76240863484145,-0.00013722299035379327,-0.007862298199436762,-0.002582694019504951,7017.9294216140415,8.999999973526814,108.60038502839856,-85.60038505487175,31.430514815047687
37.55,7009.056,1.531678353876641,87.7587052486769,1.5317352566686493,87.76196553850149,-0.0001546698007164352,-0.008861926799181253,-0.003260289824574626,7014.422105457868,8.999999957813575,108.59604303887045,-85.59604308105688,31.43485678886256
37.6,6998.523,1.5316195402584027,87.75533547657396,1.5317185770148045,87.76100986473244,-0.00033359307689905486,-0.019113475381098963,-0.005674388158499457,7003.897175425193,8.999999872209555,108.58300033438385,-85.5830004621743,31.44789940774514
37.65,6987.996,1.531560583266853,87.75195748978537,1.5316985499062392,87.7598623959358,-0.00040054217131136254,-0.022949375933147075,-0.007904906150416753,6993.37826507447,8.999999751998825,108.569945492103,-85.56994574010417,31.460954129815264
37.7,6980.979,1.531521185595418,87.7497001694895,1.5316788764188702,87.75873518814126,-0.0003934697473830762,-0.022544155891128934,-0.009035018651765415,6986.366670941413,8.999999676019844,108.56123260954152,-85.56123293352168,31.469666936397758
37.75,6970.457,1.531461960320296,87.74630681118451,1.531653229630237,87.75726573539451,-0.0005129357726545482,-0.029389054934387513,-0.010958924210002764,6975.852797418321,8.999999523353782,108.54815125631421,-85.54815173296043,31.482748136959003
37.8,6963.443,1.5314223812882224,87.74403909968947,1.5316287515716915,87.75586324594917,-0.0004895611709097042,-0.028049788906608822,-0.01182414625970062,6968.844228180811,8.999999445118954,108.53942024352394,-85.53942079840499,31.491479071514448
37.85,6952.928,1.531362897240999,87.74063091483522,1.5315986655397547,87.75413944329689,-0.0006017206387411929,-0.03447605304578645,-0.013508528461681792,6958.337390180502,8.999999275770204,108.52631475597738,-85.52631548020717,31.504584389712264
37.9,6945.918,1.5313231413104214,87.7383530678025,1.531570146126957,87.7525054013094,-0.0005703882559471307,-0.032680839749598366,-0.014152333506887415,6951.332845226446,8.99999920509283,108.5175667830134,-85.51756757792056,31.51333229199888
37.95,6935.408,1.5312633854324684,87.73492930819471,1.5315363464109923,87.75056882023588,-0.000675994319289325,-0.03873162147009734,-0.01563951204119429,6940.8310445409925,8.999999029251555,108.50443455971768,-85.50443553046613,31.526464339453312
38.0,6928.402,1.5312234514236125,87.73264125802822,1.531504443482965,87.7487409171058,-0.0006380585605416662,-0.03655806260122999,-0.016099659077587942,6933.830524032442,8.999998971288331,108.49566955259938,-85.49567058131105,31.53522928860839
38.05,6924.901,1.5312034655883373,87.73149615401691,1.5314755374027778,87.74708472070881,-0.0005781216037510349,-0.03312392794026884,-0.015588566691903947,6930.332266363641,8.999999035565637,108.49128623986121,-85.49128720429557,31.539612665623864
38.1,6917.898,1.5311634276035315,87.72920214646733,1.5314432132323912,87.7452326821694,-0.0006464834077295459,-0.03704077078813816,-0.016030535702072357,6923.334760128532,8.99999898010285,108.48251172955251,-85.48251274944965,31.548387120469783
38.15,6914.398,1.5311433868388495,87.72805389523283,1.5314144589336074,87.74358518220623,-0.0005750859756741264,-0.03294999926329057,-0.01553128697339522,6919.837510000072,8.999999042640184,108.47812303472071,-85.47812399208053,31.55277587783891
38.2,6910.896,1.5311233143376881,87.72690382563202,1.5313862126537776,87.74196678958504,-0.0005649255965929371,-0.032367852423685416,-0.015062963953011854,6916.338264227394,8.999999099505262,108.4737296150733,-85.47373051556804,31.5571693543514
38.25,6907.396,1.5311032329961893,87.72575324951717,1.531358731181852,87.74039221722889,-0.000549629438514997,-0.03149144712305451,-0.014638967711717878,6912.84101966883,8.999999149486499,108.469336486559,-85.4693373370725,31.561562532846935
38.3,6907.396,1.5311032329961893,87.72575324951717,1.5313359295104778,87.7390857776933,-0.0004560334274739088,-0.0261287907111403,-0.01333252817613541,6912.84101966883,8.999999294518995,108.469336486559,-85.46933719204,31.561562677879436
38.35,6903.898,1.5310831428183698,87.72460216711845,1.531310921990622,87.73765295234948,-0.0005001503971069359,-0.028656506876019564,-0.013050785231037403,6909.345776323834,8.999999324020397,108.46494365074395,-85.46494432672355,31.565955543195884
